_Oberg._Heizkreis_Heizzeiten_Donnerstag_Zeitfenster 3;/120/10102/12113/0/1096
_Oberg._Heizkreis_Heizzeiten_Freitag_Absenktemperatur;/120/10102/12113/0/1115
_Oberg._Heizkreis_Heizzeiten_Freitag_Zeitfenster 1;/120/10102/12113/0/1098
_Oberg._Heizkreis_Heizzeiten_Freitag_Zeitfenster 2;/120/10102/12113/0/1099
_Oberg._Heizkreis_Heizzeiten_Freitag_Zeitfenster 3;/120/10102/12113/0/1100
_Oberg._Heizkreis_Heizzeiten_Samstag_Absenktemperatur;/120/10102/12113/0/1116
_Oberg._Heizkreis_Heizzeiten_Samstag_Zeitfenster 1;/120/10102/12113/0/1102
_Oberg._Heizkreis_Heizzeiten_Samstag_Zeitfenster 2;/120/10102/12113/0/1103
_Oberg._Heizkreis_Heizzeiten_Samstag_Zeitfenster 3;/120/10102/12113/0/1104
_Oberg._Heizkreis_Heizzeiten_Sonntag_Absenktemperatur;/120/10102/12113/0/1117
_Oberg._Heizkreis_Heizzeiten_Sonntag_Zeitfenster 1;/120/10102/12113/0/1106
_Oberg._Heizkreis_Heizzeiten_Sonntag_Zeitfenster 2;/120/10102/12113/0/1107
_Oberg._Heizkreis_Heizzeiten_Sonntag_Zeitfenster 3;/120/10102/12113/0/1108
_Oberg._Heizkreis_Rückstellzeit f. 'Kommen'-Taste;/120/10102/0/0/13796
_Oberg._Heizkreis_Vorlauf;/120/10102/0/0/12241
_Oberg._Heizkreis_Heizkurve_Schieber Position;/120/10102/0/0/12240
_Oberg._Heizkreis_Heizkurve_Vorlauf bei -10°C;/120/10102/0/0/12104
_Oberg._Heizkreis_Heizkurve_Vorlauf bei +10°C;/120/10102/0/0/12103
_Oberg._Heizkreis_Heizkurve_Vorlauf Absenkung;/120/10102/0/0/12107
_Oberg._Heizkreis_Außentemperatur verzögert_Lag x;/120/10102/12095/0/1071
_Oberg._Heizkreis_Außentemperatur verzögert_Lag Tf;/120/10102/12095/0/1074
_Oberg._Heizkreis_Außentemperatur verzögert_Lag y;/120/10102/12095/0/1073
_Oberg._Heizkreis_Heizgrenze für 'Heizen';/120/10102/0/0/14116
_Oberg._Heizkreis_Heizgrenze für 'Absenken';/120/10102/0/0/12097
_Oberg._Heizkreis_Freigabe Temperatur;/120/10102/0/0/12215
_Oberg._Heizkreis_Heizkreispumpe;/120/10102/0/0/13922
_Oberg._Heizkreis_Solar abschöpfen;/120/10102/0/0/12652
_Oberg._Sonstiges_Heizen Taste;/120/10102/0/0/12125
_Oberg._Sonstiges_Auto Taste;/120/10102/0/0/12126
_Oberg._Sonstiges_Absenken Taste;/120/10102/0/0/12230
_Oberg._Sonstiges_Ein/Aus Taste;/120/10102/0/0/12080
_Oberg._Sonstiges_Kommen Taste;/120/10102/0/0/12218
_Oberg._Sonstiges_Gehen Taste;/120/10102/0/0/12231
_Oberg._Sonstiges_Urlaub Beginn;/120/10102/0/0/12232
_Oberg._Sonstiges_Urlaub Ende;/120/10102/0/0/12239
_Kessel_Zählerstände_Volllaststunden;/40/10021/0/0/12153
_Kessel_Zählerstände_Gesamtverbrauch;/40/10021/0/0/12016
_Kessel_Zählerstände_Verbrauch seit Wartung;/40/10021/0/0/12014
_Kessel_Zählerstände_Inhalt Pelletsbehälter;/40/10021/0/0/12011
_Kessel_Zählerstände_Verbrauch seit Entaschung;/40/10021/0/0/12012
_Kessel_Zählerstände_Verbrauch seit Aschebox leeren;/40/10021/0/0/12013
_Kessel_Kessel_Einstellungen_Kesselfolge;/40/10021/0/0/12443
_Kessel_Kessel_Kesseldruck;/40/10021/0/0/12180
_Kessel_Kessel_Kessel_Kessel Soll;/40/10021/0/0/12001
_Kessel_Kessel_Vorlauf_Angeforderte Leistung;/40/10021/0/0/12077
_Kessel_Kessel_Kesselpumpe_Anforderung;/40/10021/0/11123/2001
_Kessel_Kessel_Kesselpumpe_Ausgang;/40/10021/0/11123/2130
_Kessel_Kessel_Rücklaufmischer;/40/10021/0/0/12999
_Kessel_Kessel_Abgas_Emissionsmessung_Art der Messung;/40/10021/0/0/12116
_Kessel_Kessel_Abgas_Emissionsmessung_Beginn der Messung;/40/10021/0/0/13267
_Kessel_Kessel_Abgas_Emissionsmessung_Verriegelungsdauer;/40/10021/0/0/13268
_Kessel_Kessel_Abgas_Emissionsmessung_Jetzt starten;/40/10021/0/0/13269
_Kessel_Kessel_Abgas_Emissionsmessung_Messung deaktivieren;/40/10021/0/0/13277
_Kessel_Kessel_Abgasgebläse;/40/10021/0/0/12165
_Kessel_Kessel_Restsauerstoff;/40/10021/0/0/12164
_Kessel_Kessel_Entaschung_Beginn Ruhezeit;/40/10021/0/0/12248
_Kessel_Kessel_Entaschung_Dauer Ruhezeit;/40/10021/0/0/12249
_Kessel_Kessel_Entaschung_Verbrauch seit Entaschung;/40/10021/0/0/12012
